Estação;Ano;Mes;Dia01;Dia02;Dia03;Dia04;Dia05;Dia06;Dia07;Dia08;Dia09;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Campos dos Goytacazes (A620);2012;1;2;23,6;37,6;14,8;1,6;0,8;0,2;16,6;25,4;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4,6;58,6;2
Campos dos Goytacazes (A620);2012;2;0;0;0;0,2;0;0;0;0;0;0;0;0;0;1,6;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;null;null
Campos dos Goytacazes (A620);2012;3;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;6,8;8,4;0;2,4;3,2;0;0;0;4,6;17;0;0,2;0;15,8;1,6;0,2
Campos dos Goytacazes (A620);2012;4;0,2;0;0;0,6;0;0;1,6;0,2;0;2,6;1;0;0;0;0;5,4;0;0;0;0;0;0;0;1,4;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2012;5;39,4;17,6;0;1;2,6;2;0;2,8;1,8;0;0;0;0;0;58,8;52;12,4;18,4;9,8;0,2;0;0;0;0,2;0,2;0;0;0,2;0;0;0
Campos dos Goytacazes (A620);2012;6;0;1;0;0;0;0;0;41;23,6;26,8;0;0;0;0,2;0;0;0;0,2;0;0;0;0;0;0;0;0;1;7,8;0;0;null
Campos dos Goytacazes (A620);2012;7;0;0,4;0;0;0;0;0;0;0,8;0;0;0,2;0;0;0;7,2;0,2;0;2;0;0;0,2;0,4;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2012;8;0;0,2;0,2;0;0;2;0;0;0,2;0;0,4;1;0;4,6;9,6;4;0;1;4,2;3;3,8;0,2;2,8;2,2;0;0;0;0;0;null;0,2
Campos dos Goytacazes (A620);2012;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;1;5,6;0;0;0;3,2;5,4;0;5,2;0;null
Campos dos Goytacazes (A620);2012;10;0;0;0;0;0;0;0;0;0;0;0;0;3,6;0;0;0;0;0;0;0,6;0;null;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2012;11;0;0;0,2;1;0,2;0;0;0,2;0,2;1,6;2;0;11,8;20,2;0;9,2;8,6;2,6;0;0;9,2;0;0;0;0,2;4,6;0,2;23,2;24,2;0;null
Campos dos Goytacazes (A620);2012;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,4;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2013;1;0;0;0;0;0;0;0;0;0;0;3,8;30,4;0;0;0;0;0;14,8;2,2;2,2;2,2;27,8;1,6;0;0;0;27,4;0,2;12,6;18;0,8
Campos dos Goytacazes (A620);2013;2;0;0;0;0;0;13,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;0;null;null;null
Campos dos Goytacazes (A620);2013;3;0;11;1,8;0;0;0;0;0;0;0;0;0;0;0;0;5,8;0;3,4;11,4;0;0,8;0;2,8;0,2;0;8;10,8;null;0;6,6;4,2
Campos dos Goytacazes (A620);2013;4;0;0;0;7,2;0;0;0;0;0;2,6;0,4;0;0;0,2;0;0;0;0;0;0;0;0;3;0;0,2;0;0;0,2;0,6;0;null
Campos dos Goytacazes (A620);2013;5;0;0;0,2;0;0,2;0;0;0;0;0;0;0,4;0;0;0;0;0;0,2;0,2;0;0;0;2,8;1,4;4,4;1,4;0;0;0;0;0
Campos dos Goytacazes (A620);2013;6;0;0;0;7,2;3,6;0;0;0;0;0;0;0,2;0;0;0;0,4;0;0;0;0;0;0;0;2,6;2,8;0,2;0;0;0;0;null
Campos dos Goytacazes (A620);2013;7;0;2,2;1;0;0;0;0;0,6;2,6;0;0;1;0;0;0;0;0,6;0;0;0;0;0;0;0;4,6;0,6;0;0;0;0;0
Campos dos Goytacazes (A620);2013;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,6;0;1;0;12,6;0,6;0;0;0;0;0;0;11,4;0,2;0;0
Campos dos Goytacazes (A620);2013;9;0;0;0;0;7,8;0;1,2;0;0,2;0;0;0,8;0;0;0;0;0;0;0,8;0;0;0;0;11;16,6;0;0;0;0;0;null
Campos dos Goytacazes (A620);2013;10;0;0,2;0,2;0;0,6;1;0;1,8;2,4;0;0;0;0,2;0;0;0;7;5;19,8;0;0;0;0;0;0;1,2;0;0,6;0;0;4,4
Campos dos Goytacazes (A620);2013;11;1,2;0;0;0;0;0;0;13,6;0;0;0;0;17,6;0;0;0;0;5,8;0;0;0;0;2,2;6;1,8;27,2;20,4;0;0;0;null
Campos dos Goytacazes (A620);2013;12;1,4;15,6;15;0;0;0,2;0;13,8;0,4;0;19;6,4;0;0;0,6;0;1,2;5,2;33;13,6;0;50;9;32,2;2,2;0;0;0;0;0;0
Campos dos Goytacazes (A620);2014;1;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0;0;0;0;4,2;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2014;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2014;3;null;0;0;2,8;0;0;0,6;0,6;4,8;0;0;0;0,8;0;0;0;0;0;0;0;0;0;6,4;1,4;20,8;4,4;0,4;0;0;0;0
Campos dos Goytacazes (A620);2014;4;0;0;0;6,4;2,4;0,2;0;0;0;0;6,6;0,4;0;0;25,6;36,4;9,4;0,8;0,2;0;1;0;0;6,2;null;0;null;null;null;null;null
Campos dos Goytacazes (A620);2014;5;null;null;0;0,2;0,2;0;0;0;0;7;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,2;0;0;0,8;0,6;2
Campos dos Goytacazes (A620);2014;6;0,4;0,2;0;0;0;0;0;0;0;0;0,2;0;21,8;2,6;0;0;0;0;0;13,6;12;0,2;0;0;0;0;0;0;0;0,2;null
Campos dos Goytacazes (A620);2014;7;0;0;0;0;0;0;2,8;0;0;0;30;37;0,2;0,4;0;0;0;0;2;0;0;0;0;0;0,2;0;5,4;7,8;0;0;0
Campos dos Goytacazes (A620);2014;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0,8;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0,2;1,8;0;0
Campos dos Goytacazes (A620);2014;9;0;0;1,8;0;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2014;10;0;0;0;0,2;1,2;0,2;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3,8;3,8;4,8;12,4;35,2
Campos dos Goytacazes (A620);2014;11;17,8;3,2;0,6;0;0;0;3,6;0;0,2;0;0,2;0;0,4;0;4,8;0,4;0;0;0;0;0;0;0;2,2;0,2;0;0;45,8;1;9;null
Campos dos Goytacazes (A620);2014;12;0,6;0;0;0;0;0;0;0,8;0;0;0;0;0;2,2;29;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2015;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2015;3;null;0;0;1,6;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;19,4;1;0;0;0;0;0;5,6;0
Campos dos Goytacazes (A620);2015;4;0;0;0;0;0;0,8;9,8;1,6;3,2;1,2;0;0;0;0;0;0;0;3,2;0;0;0;0;0,6;0;0,2;0;1,8;0;0;0;null
Campos dos Goytacazes (A620);2015;5;6,6;0;0;0,6;3,8;18;14,2;0;0,8;0;0;0,2;0;0;0;4,6;0;1,8;11,4;0,6;0;0;0;0;0;0;0,2;0,2;2,6;13,2;0
Campos dos Goytacazes (A620);2015;6;0;0;0;0;0,4;2,6;0;0;0;0,2;0;0;0;0;0;5,8;4,8;0,2;0;1;0;1;0,2;0;2,4;0,4;0;4;7,2;0;null
Campos dos Goytacazes (A620);2015;7;0;0;0;0;0;10,8;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0,4;2,8;0;0,4;0;0;0;0;0
Campos dos Goytacazes (A620);2015;8;0;0;0;0;0;0;0;0;0,6;0;0;0;1,4;0,2;0;0;0,4;1,6;0;2,4;0,8;0;0,2;0;0,6;3,8;0;0;0;0;0
Campos dos Goytacazes (A620);2015;9;0;0;0;0;3,6;2,2;2,8;5;1,6;0;0,4;3,8;15,2;23,4;4,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;null
Campos dos Goytacazes (A620);2015;10;0;0;0;0;8,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;3,6;0;0;0;0;6,6;22,2;0,8;2,6
Campos dos Goytacazes (A620);2015;11;0;0;0;0;0;0;0;24,8;3,2;0;0;0;0;0;0;0;0,8;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2015;12;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;4;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;5;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2016;6;null;0;13;9,2;0;0,6;0;9,2;4,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;1,6;0,2;0,6;0,2;0;null
Campos dos Goytacazes (A620);2016;7;1,6;0,2;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;0;0,4;0;0;0;0;0;0;0,8
Campos dos Goytacazes (A620);2016;8;0;0;0;0;0;0;0;0;0;0;6,6;0;0;0;0;0,4;0,2;0;0;0,6;0;0,6;3,8;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2016;9;4,4;6,6;0;0;0;0;0;0;0,8;0,6;0;0;0;0;0;0;0;0;0;0;2,8;0;0;0;0;4,8;0;0;0;0;null
Campos dos Goytacazes (A620);2016;10;0,2;13,2;0,8;17;12,8;0,2;12;0,2;0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;3,2;0;0;0
Campos dos Goytacazes (A620);2016;11;0;0;0;5,2;0;0;0,8;1,4;0;2,2;0;0;0;43,6;74,8;20;5,2;18,8;1,2;0;0;0;0,8;3,8;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2016;12;0;0;0;2,2;26,4;2;0;0;0;2,2;0;0;0;19,2;25,8;10,2;0;19,8;2,8;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2017;1;0;0;0;0;0;0;0;0;0;0;0;0;20,2;39,4;0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0
Campos dos Goytacazes (A620);2017;2;0;0;0;2;0;0;1,6;0;1;0;0;0;0;6,4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0,2;null;null;null
Campos dos Goytacazes (A620);2017;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;19;0,2;4;6,2;0,2;0;0;0;0,8;7;7;0,4
Campos dos Goytacazes (A620);2017;4;0;0;0;0;0;0;0;0;0;0;0,2;0;18,2;6,8;0,2;0;0;0;1;0;0;0;2,6;24,6;0;0;0;25,6;0,4;0,4;null
Campos dos Goytacazes (A620);2017;5;1,4;0;0;0;0;0;0;0;0;0;2,4;3,4;0;0;0;0;0;0;0,2;22,4;21,8;8,8;14,2;4,6;3,4;0;0;0;0,2;0;0
Campos dos Goytacazes (A620);2017;6;0;0;0;0;0;0;0,2;0;0;0;0;0;10,2;0,2;1,2;3,4;0,2;0;0;0,2;1,4;7,6;1,8;0;0;2,8;0;0,2;0,2;0;null
Campos dos Goytacazes (A620);2017;7;0,2;1,4;1,8;2,2;0,8;0;1,4;0;0,2;0,8;2,6;0,2;0;3,2;6,2;1,6;0,4;0;0,6;1,2;0,2;0,2;0;0;3;0;0;0;3,6;0;3,2
Campos dos Goytacazes (A620);2017;8;0;0;0;0,2;0;0;0;0;0;0;1;0;0;0;0;0;0;0,2;0;0;0;0,6;0,4;0;0;0,2;0;0;0;0;0
Campos dos Goytacazes (A620);2017;9;0,2;0;0;0,2;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2017;10;7;0;0;0,2;0;0,2;0;0;0;0;0;0;0;0;0;2,6;0;0,8;0,4;0;0,6;0;0;4,2;5;0;0;1,6;1,2;0;0,2
Campos dos Goytacazes (A620);2017;11;0,2;3,8;0,2;0;0;0;0;0;0;1,6;0;16,6;0,2;0;0;0;0;0;0;15,4;69,2;0;31,6;11,6;0;0;0;0,8;4,8;0;null
Campos dos Goytacazes (A620);2017;12;34,4;7,4;0;0,4;4,6;0;0;1,8;40,8;0;0;32;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;3,8;0;0,6
Campos dos Goytacazes (A620);2018;1;8,2;0;0;3,6;34,8;0,2;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,6;62,2
Campos dos Goytacazes (A620);2018;2;3;0;0;0;2,6;36,8;5,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,6;15;0;0;0;0;0;null;null;null
Campos dos Goytacazes (A620);2018;3;26,8;0;0;2,6;0;0,2;0,2;1;61;0,2;4,4;0;0;0;0;0;0;0;0;0;0;12,6;2,4;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2018;4;0;0;0;4,4;1,6;1,2;0,6;26;0;0;0,2;0;0;0;7,8;23,2;1,6;0;0;0;0;0;0;3,2;0,2;0;0,2;2;0;0,4;null
Campos dos Goytacazes (A620);2018;5;0,2;0;0;0,8;0,6;0,2;0,2;15;40,6;1,4;0;0;0;1,4;0;0;0;9,2;0;0,6;0;0;0,2;0;0;0,4;0,2;0,2;0;0,6;0,8
Campos dos Goytacazes (A620);2018;6;0;0;0;3,8;1,8;1;0;0;0;0;0;0;0;0;0,2;0;0,2;7,4;10,2;0;0,2;0;0;0,2;0;0;0;0,2;0;3,8;null
Campos dos Goytacazes (A620);2018;7;0;0,2;0;0;1,8;0,2;0,2;0;0,2;0,2;18,8;9;0,2;0,2;0,2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2018;8;1;15,8;20;58,4;0;0;4,4;3,2;0;0;0;0;0;0;0;0;4;4,2;0,2;0;0;0;0;0;0;0;0,6;0;0,2;0;0
Campos dos Goytacazes (A620);2018;9;0;0;0;0;0;0;0;0;0;null;0;null;0;null;null;null;0,2;7,6;0,4;0;null;null;0;0;0;0;0;0;0,8;0;null
Campos dos Goytacazes (A620);2018;10;0;0;0;0;0;1,8;0,4;0,6;0;0;19,4;0;0;0;0;23;4,4;1,4;0;0;0;0;0;0;1,4;64;2,2;3,8;0;0;0
Campos dos Goytacazes (A620);2018;11;0;0,2;0;8;0,8;0,6;12,2;15,4;52,4;30;0;0;0;0;0;0;3,2;0;0;40,8;4,2;0;0,2;0;0;0;1,4;0,2;0;0;null
Campos dos Goytacazes (A620);2018;12;0;0;0;0,2;0;0;0;7,8;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0,2;4,6;1,2;5,2;0;0
Campos dos Goytacazes (A620);2019;1;0;0;0;9,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2019;2;0;0;0;0;0;0,6;1,2;0,4;0;0;0;0;0;41,4;0;0;0,6;0,8;43;0;0,2;0;0;0;0;0;0;0;null;null;null
Campos dos Goytacazes (A620);2019;3;3;0;0;0;2;1,4;0;0;0;0;0;1,4;0;0;16,4;9,2;0;0;0;0;0;18,6;10,8;0,2;0;0;0;4,8;1,6;13,4;1
Campos dos Goytacazes (A620);2019;4;0;0;0;0;0;0;0;0;0;11,2;6,8;0,2;0;0;0;0;6;0;0;0;0;0,2;0;1,2;0;0;6;0;1;0;null
Campos dos Goytacazes (A620);2019;5;0;0;0;0;0;0;0;5,6;0,6;0;1,4;0;0;0;0,8;39,4;19,8;11,2;39,8;0,8;0,2;0,2;0,2;0;0;0;0;0;0,2;0;0
Campos dos Goytacazes (A620);2019;6;0;0;0;3,2;1,8;4,6;3,2;0,2;0,2;0;0;3,8;0,2;0;0;0;0;0;0,2;0;0,8;0,2;2,2;0,6;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2019;7;0;0,2;0;0;0,2;1,4;0;1,4;0;0;0;0,2;0;0,4;0;0,2;0,2;1,8;2,8;1,2;3,6;1,2;0,2;0;0;0;0;0;0,2;11;0
Campos dos Goytacazes (A620);2019;8;0,2;0;0;7,8;2,2;0;0,4;0;0;0;0;0,2;0;0,2;1,4;0;0;0;0;0;37,2;0;0;1,6;3,2;0;0;0;0;0;0
Campos dos Goytacazes (A620);2019;9;0;0,2;0;0;0;5,2;0;0,2;0;0;0;0;0;0;1,2;0;0;0;0;0;0;0;0;1,6;0,2;21,4;27,8;0;1,8;0,8;null
Campos dos Goytacazes (A620);2019;10;0;0;0;0;0;0;0;0;0;19,2;0;0;0;0;0;10,2;0;0;0;0;0;1;4,2;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2019;11;0;0;0;0;0;0;0,4;0,2;10,4;1,2;0;12,8;7,2;0;7,8;5,4;0;0,2;6;19;18;0;0;4,6;0;0;0,2;0;12,4;0;null
Campos dos Goytacazes (A620);2019;12;0,6;4,2;1,2;0;0;3,4;14;0;0;0;12,2;39,2;0;0;0;0;0;0;0;1,2;0;0;0;23,2;15,2;0;0;0;0;0,2;0,4
Campos dos Goytacazes (A620);2020;1;0;0;5,6;2,6;0,2;0,2;0;0;0;0;0;0;0,4;0;0;0;0;3,4;2,8;0;4,2;0;0;52,8;30,2;2,2;0;0;0;0;0
Campos dos Goytacazes (A620);2020;2;0;5,6;0;0;0;0;16,4;0;0;0;24,8;6,8;50,8;2,4;0;0;0;0;0;0;0;0;2,2;0;0;0;10;19,2;13;null;null
Campos dos Goytacazes (A620);2020;3;0,4;74;8,2;8;1,6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4,4;4,8;0,8;1,6;0;5,6;0,2;0;0;0;1,8
Campos dos Goytacazes (A620);2020;4;6,2;9,6;0,8;0,2;0;0;0;2,8;1;0;0;37,6;0;0;0;0;0;3;0;0;11,4;0,2;0;0;0,4;0,4;0;2;2,8;0,2;null
Campos dos Goytacazes (A620);2020;5;0,2;0,2;9,4;0;0;0;13,8;5,8;0;0;1,4;0;0;0;2;0,8;0;0,2;0;0;0;0;0;0;21,2;0;0;0;0;0;0
Campos dos Goytacazes (A620);2020;6;0;0;0;0,2;0;0,8;0;0;0;0;0;0;0,2;0,2;0,2;0;1,4;0,4;0;0;0;0;0,2;0;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2020;7;0;0;7,2;0,8;0;0;0,2;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,6
Campos dos Goytacazes (A620);2020;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;25;12,6;0,4;2,4;0,2;1,6;1,8;0,2;0;0
Campos dos Goytacazes (A620);2020;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;1,6;43;33,8;28,2;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2020;10;0;0;0;0;0;0;0;0,2;1,4;8,6;0,2;0;0;0;0;0;0,2;0,2;0,4;0,2;0;0;0;5,6;23,8;5;2;0;0;0,4;112,8
Campos dos Goytacazes (A620);2020;11;5,8;6,4;0;5,4;3,6;0,6;0;0;0;0;2,8;10,8;0,4;2,2;0,2;0;0;9,2;3,4;20,8;0;0;0;0,4;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2020;12;null;null;null;null;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;4;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;5;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;6;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;7;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;8;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Campos dos Goytacazes (A620);2021;9;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;4;null
Campos dos Goytacazes (A620);2021;10;0;15,6;0;17,8;0,6;2;0,2;0;0;3,6;24,2;30;15,6;0;8,8;0,2;1,8;0;4;16,8;12,2;0,2;0;0;2;2;0,2;0;3,4;16,8;12,8
Campos dos Goytacazes (A620);2021;11;47,4;18,6;1,2;0;0;0;0;0;0;13,4;0,2;16,8;4,4;2;1,8;1;0;0;0,2;4,8;0,4;0;0;0;0;0;15,4;0;2,4;0;null
Campos dos Goytacazes (A620);2021;12;8,4;0,2;0;1,6;0;0;11,8;7,6;15,4;0;0;0;0;0;0;0;0;43,6;1,8;0,2;0;0;1,6;0,2;0;0;0;0,2;0;0;0
Campos dos Goytacazes (A620);2022;1;0,2;0;0;0;0;0,2;14,6;13,2;75,6;17;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,8;0,2
Campos dos Goytacazes (A620);2022;2;0;7;2,4;2;0,2;0;0;0;20,6;0,2;8,2;0,2;0;0,2;0;0;0;0;11,6;25,4;0;0;0;0;0;0;0;0;null;null;null
Campos dos Goytacazes (A620);2022;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,2;0,8;0;0;0;0;0;4,6;0;0
Campos dos Goytacazes (A620);2022;4;0;0;0;0;0,4;0;0;0;0;0,4;0;0;0;0;21,2;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;null
Campos dos Goytacazes (A620);2022;5;0;0;0;0;3,8;2,6;0;0;0;32,8;0;0,2;0;0;0;0;0;0;0;0;0;0;0,2;4,4;1,2;20,2;0;0;0;0;0
Campos dos Goytacazes (A620);2022;6;0;0;0;0;0,2;0;0;0;0;0;4,4;0,4;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;null
Campos dos Goytacazes (A620);2022;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes (A620);2022;8;0;0;0;0;0;0;0;0;0;0;0,8;1,8;0;0;0;0;0;0;0;1,2;0;0;0;0,6;1,8;0;0;0;0;0;0,4
Campos dos Goytacazes (A620);2022;9;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;9,4;18;0,8;0;0;0;0;2,2;0;0;0;0;0,4;22;0,2;null
Campos dos Goytacazes (A620);2022;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1,8;0,6;0;0;7,4;0;1;8,6;0;0;0;0;0
Campos dos Goytacazes (A620);2022;11;6,4;2;21,2;1,6;0,2;0;0;0;10,2;3,4;0;0;0;0;0;55;1,2;0;0;0;0;5,4;0;0,6;46;0,2;8,2;6;0,8;25,4;null
Campos dos Goytacazes (A620);2022;12;16,8;2,6;24;8,6;0;0;3,2;1;0;0;0;0;0,2;14,2;0;0;0;1;5;28,6;8,8;0,4;4,6;0;7;0,2;0;0;0;0;0,4
